MysteryBoxPriceId,TX Id,Error
acefa487-2457-4f15-9984-0532caa99929,23MdAphf1w1AoxxoDQwvFH6ECSRzPmULrUBzSxKt6JFHj4YwVHMBj75ucfmyA7iu1cy8yuczVSGbPK2cbcjsFEki,NOT_EXISTS
e2fc127a-d455-4da7-af29-fd311fdc20b4,2ArvDSNXA1m5HKDdJnhJiPM8V65XGEz3QZDCYZZ8igVRv8KqtJazr618GWJTtuc94pEKwG4EcEepmrCZw7i2mRab,NOT_EXISTS
354625a1-a8a5-4259-aac8-c82c1c8e2a05,2EhXBmbDohojCiS3LxRyMKvtDGsX3QJiiJ6NCSK8QB13dECujNP4FdMYvUEfpzPEYJavRx2zUaZabAjctSar7G3N,NOT_EXISTS
963e9be6-e866-4457-ae0c-0fc202be2353,2MLA199dMEFjxwYTgKCXLQkczRTLx8zgQs4827cAYBS2CdTMFNiMXKT3huKhJhJsPs6WztTd1eUcQ4nCNry8QZfg,NOT_EXISTS
32f134b7-c255-493a-87f1-6b64c3d84d15,2myyM4ib8oixCTAzAYw8DVQDqyxUFJWtM8ymiTwEyS7FhxaV86kMxTAHu7VXr5zEgkQUSWWw7A8dfjtXAqrETjPb,NOT_EXISTS
e8829197-fca6-49f5-b9cb-d05d3a53576d,3HZCRHggqTg9dvh8LkM8rWapCSnnwJLnyTnbsigorx5T3gnpirkcdQq9tkqwsfAzdKJVWQEssxHNg6CbVPZoDgrm,NOT_EXISTS
e914ec58-d527-4801-8e55-395d58660e55,3RFZsqEEoMgUBz2vBGrV9KrqLRC22fvre5biviEDhUZ4SdDPpB2QyQ8WvFq1ifPE1TWTyab2wqqCYhw7bPfp8kCv,NOT_EXISTS
fc918fe2-cb9c-40b2-b803-a19b37d1024b,3xKZz2y7DAT943ZyZyhtN6kV1Qz6dCt29b4nHwP99giB3jXbqihaoe4H7AsgUyAuLC2rGqJdzYCtPzKtRVR8W1Tk,NOT_EXISTS
1a8cefc6-3973-4199-8501-c9fc69a355d5,49SgHfypLfNaypn7J6AKifcGwbvWj98XE74jd9N7oVJzJv3hqgXMum5kRTiWSCutHGbQrboRqwri1cvnRWU3y7mu,NOT_EXISTS
fc37b631-5e7f-4924-a0e6-c6fa779f269e,4DmumKBeyZoXud4c3SUE1da7WRjVcNXpekNfHt6it7oGdPUqQNBcrLR7M8CReFwAqsvGuoEJ5j5fGk2Dqzn1kBaE,NOT_EXISTS
68af001a-721a-4343-a93c-366472336449,4chxURf61MAoiKsKZ7NMvEXLKGpPu2wFeSTzAtuxHqLZgKLjdCas4MsuP73Ah26JVdM3ofVdRGbed4nBKPxZurr9,NOT_EXISTS
f96cdb38-6226-4fe5-9360-01654ee75791,5BAL88FeRi3dyymknQiHeiQtdJVryovkkyrE4HfGQPUNdP6qQ3xFjk6jnnaRVXHkGZsbyD2ApZ2V1p5yapEVAsGM,NOT_EXISTS
041b0c8b-5185-401f-b3e3-784edbc417ae,5AyuDYq2yzdRAC2jTKgdyheu1AzP87Sx2mV3rtcnFjaQiPA8cMHbwTf1Y23tDZEGKobY5R7dLugsy5RfJRe1e3QZ,NOT_EXISTS
0af337ac-59bf-4e81-b039-d66f3569adea,5DpsntG93nWKu6gMm1kJuWpyag4J2gnLQBMFXWhTwNqKfpU6UTFMubj3UT8b9JegPbiW8dj5rkG7La8EvQddp2j,NOT_EXISTS
51467482-3800-4080-a1f4-567a37a6bed0,5LNMfWQSsa7F7YSrhDB9Bv7fgMFBVcgVjBHbcQ8WYjzoebc1g6T8QeUYbdGt8HuCFX91LhAPvHD9RwNqminwqyXS,NOT_EXISTS
98344fc9-125f-4425-afc7-5025eb079b6a,5QbWb1YAPgWt2kZMwYYaFoUJFH56L4VuUHsE4Yz4eoTaavDf79oxNbYgjvLtvgRdx8i9QARmZwWbwogq7wjVqm9F,NOT_EXISTS
2a875a93-e498-41f5-bdbf-7d0c981207d6,5QYh9V7F4rZ1N8oskZJjg3YBoReqw2turL9kKFBC1QRtRDBQFEhQ4USPyYLJot4VWjWFymkV6aVBrHSjos5jnXKN,NOT_EXISTS
d8523e00-218c-4f5f-b112-4408fccda283,5sd6SWY4nCy7hHqYQnVkJF3iPw6M8yNbkLWxFFEEQmPq1VTNB5DYkQteEGvRfuTTkGEGfr5LJtPT5ro5NrR4NPMk,NOT_EXISTS
be0dd389-ec9e-471e-9b78-db33f3c85ea0,5yGmmQbnjCazNvwiD8qWA4mUToFQtyqpWzGAbxWYuirRGVp9mgk8KGn4ZufpJYc4pY2LBQfwG9bRSUm3x6QmGhvt,NOT_EXISTS
fd86bb4a-042a-4500-86ec-c316d860de50,66VNN9hoMLJNRjQ5NnEHLH4eom1fVJN7kzcmuzCyPxcWdcMYRHZiSm1J4WP62fmpgH8vP5kXVXoMrY8ZQhUyUARz,NOT_EXISTS
03235d3d-3318-48c1-a1d7-f402e75f02c8,EN5t4uovJv9mRnw86E2teVHZvHUbJ3u18Lxuo8uDt48iTg9Ew9aGAimnrjDbjDHiUcEHfvQCPi3yTkUreCG7Z13,NOT_EXISTS
5625e12d-f481-41e5-8ef4-3b8f0d32feea,YvvG2dPURdmMfGNtXEb1QMZLuKPScX3T6fVfbbaxuVacoSJWLBRB4d9uWLpm4t4nt4Hgjm9zcPTS4YUMpaWZRx5,NOT_EXISTS
83c6d77a-e2b4-4c37-b723-8fe695ac54a4,dsBFXZhsJ7GC7PtWkU5DQm1iEqWtny2NALqbwdb66fsTrguFEJoXZP269WegB23EC4kNSLHY2CM3cS81o5bvRQ8,NOT_EXISTS
8b1b126e-a0bb-4fa0-aff2-4d1ed7287524,n8ktXoKbw8afWBrjukijevhgcCvb7joswcsaQ7MHbpEWZd3ZhWRGoyWuubw92ZiFu3AxZ4aBqhcxvJe2pw5hVt7,NOT_EXISTS
a5de68cd-57eb-4d6d-87e9-88b503754683,24hGSzBhYhzNZTXtGdBQZ7Ey9Byb4Mufxt6VHcsapf1M58Qhp8nmvodC3UEXecHLqY7WzTi7NAPoJfPScpuXqsNR,FAILED
bcb33116-6e1d-4104-bd22-77b45b09da1d,2suPqrQFzKPy1NzXPXDy83nFN4KUGp9S1eZvSNRfQYFLVPvuc9qqp6GnvdJUhiXQ24aDDYj361ZGZhswCzmVZ71m,FAILED
899da305-946f-41c6-9967-e04307885d58,32tQo1mDFYe3mXbc9pY1QdPgDaKFZZ5ELMq3xtyyyTZM1T4YVnwS8KEzZso1Bkd61hhyZNteGQL4MhPw4NJBciN6,FAILED
842118c8-5d1d-429f-83fe-6c494c6160ea,3aTsTSEbnhmh64KA3cKkhcjLt9VKam9LK7a8oCrLbiVw3uSJkD1T3SxwCjJ9ufYMhJ87pDXRi1RA9DY97FxnypEE,FAILED
44dbf7b9-d815-4abc-891d-8c12a624807a,4hMmJkRfng4xv6yDEF3s315FKz27PmuNskL7h4Exg9AdZpajUYrq1CWzsy7KfXzRfVNJe3XAZoQXbaKUtu5a6FrZ,FAILED
77de653a-9ca8-4a06-a914-209df22240b6,54z8w9epwG5RoZfDkmhFLxVruWTojpYShvX1xoudpLekEMrSZFr4BhKQ3vUqBvpkTd6TJy73JxTiqPVc6k1cSxTE,FAILED
1fa62f6f-b3bb-484e-b2da-eb2e55eb92b5,5Ck7xJLrWZZrF28sgV6m5CXgEadwPvhFbp4U8eqsE2RX4DS6VKAdKaKKoV2xqm99f98WqAcEQ4ipxQqnKssADwFH,FAILED
5820b0d0-a070-4fc9-bcaf-eda15c17c712,5bLm7jDA4LMUKVwxNdeWXUAvmad9W3gaCE4WQutLQRuNXfU4vPLZsMT7YUYZxLUUUufbq2tyrgdHMfhCaqUJs4Fj,FAILED
97168e65-cdce-4399-8f60-3b1dca2613dd,5dFtcjkMHyLGZrJmDG29nX1f36WwYguVL9NMt8dg9tm1PCUPgY6VrqZ2ZXcoQoZ56Z1xmUsQYu26DQDLvCJNNtiQ,FAILED
c5ebc3e7-f2f6-4fde-8f4a-c12adb14c9bc,5mLddYzkZ1p7uk7BftmchXRfHVYyn9qR4UGEWJ7WJUpAvFizQqC6CB52sFoumr8aNwamSFzy5NS6phd9a5vwzDo1,FAILED
c9265ab4-80e3-4c37-a58a-93938d0c2bf7,5xJNVPZeSbyYK2YWUJBkeDw7KucLD7XTKYiW4UtMYyD5w1x1m1GpGpxBLDkepoQvuC1ZbeZkvmDifJTvBKa7r7Tf,FAILED
18fe8d07-bcff-43a1-8483-61509c583965,9sWBfB3HuS89ictFeYpkeL9gG6gNUgWRm4S5HrZ6aEd256Qg9xTk19JZqJPfC4iJ7jE3yUkNKFBCbRBUa4X6Svt,FAILED
